MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
,NZO/HlLtJ,18,,,,11/23/21,M,CHOW,,,52.3,2/17/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,19,,,,11/23/21,F,CHOW,,,43.2,2/17/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,20,,,,11/23/21,F,CHOW,,,45.3,2/17/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,21,,,,11/23/21,F,CHOW,,,44,2/17/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,22,,,,11/23/21,F,CHOW,,,41.6,2/17/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,23,,,,11/23/21,F,CHOW,,,47.1,2/17/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,24,,,,11/23/21,F,CHOW,,,45,2/17/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,1,,,,11/9/21,M,CHOW,,,32,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,2,,,,11/9/21,M,CHOW,,,31.6,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,3,,,,11/9/21,M,CHOW,,,33.7,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,4,,,,11/9/21,M,CHOW,,,31.9,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,5,,,,11/9/21,M,CHOW,,,31.2,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,6,,,,11/9/21,M,CHOW,,,32.4,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,7,,,,11/9/21,F,CHOW,,,19.7,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,8,,,,11/9/21,F,CHOW,,,21.3,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,9,,,,11/9/21,F,CHOW,,,20.3,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,10,,,,11/9/21,F,CHOW,,,19.5,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,11,,,,11/9/21,F,CHOW,,,21.6,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,12,,,,11/9/21,F,CHOW,,,22.2,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,13,,,,11/23/21,M,CHOW,,,53.1,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,14,,,,11/23/21,M,CHOW,,,50,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,15,,,,11/23/21,M,CHOW,,,49.7,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,16,,,,11/23/21,M,CHOW,,,48.7,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,17,,,,11/23/21,M,CHOW,,,53.8,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,18,,,,11/23/21,M,CHOW,,,54.9,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,19,,,,11/23/21,F,CHOW,,,43.5,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,20,,,,11/23/21,F,CHOW,,,46,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,21,,,,11/23/21,F,CHOW,,,45,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,22,,,,11/23/21,F,CHOW,,,39,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,23,,,,11/23/21,F,CHOW,,,44.4,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,24,,,,11/23/21,F,CHOW,,,42.8,2/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,1,,,,11/9/21,M,CHOW,262.33,246.85,,2/21/22,"only food intake computed, no in or out measurements were recorded, just the total food intake in gr over the span of xx dates",,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,2,,,,11/9/21,M,CHOW,344.34,326,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,3,,,,11/9/21,M,CHOW,291.4,271.49,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,4,,,,11/9/21,M,CHOW,332.05,313.91,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,5,,,,11/9/21,M,CHOW,339.99,323.95,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,6,,,,11/9/21,M,CHOW,217.59,200.34,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,7,,,,11/9/21,F,CHOW,324.37,305.22,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,8,,,,11/9/21,F,CHOW,284.84,270.58,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,9,,,,11/9/21,F,CHOW,307.12,288.85,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,10,,,,11/9/21,F,CHOW,323.41,302.89,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,11,,,,11/9/21,F,CHOW,343.14,314.18,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,12,,,,11/9/21,F,CHOW,316.09,281.82,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,13,,,,11/23/21,M,CHOW,320.15,300.29,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,14,,,,11/23/21,M,CHOW,349.32,329.66,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,15,,,,11/23/21,M,CHOW,305.08,283.59,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,16,,,,11/23/21,M,CHOW,330.62,315.61,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,17,,,,11/23/21,M,CHOW,295.45,274.21,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,18,,,,11/23/21,M,CHOW,306.83,287.16,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,19,,,,11/23/21,F,CHOW,341.76,329.03,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,20,,,,11/23/21,F,CHOW,305.21,289.88,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,21,,,,11/23/21,F,CHOW,344.82,328.61,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,22,,,,11/23/21,F,CHOW,298.66,289.76,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,23,,,,11/23/21,F,CHOW,324.15,310.83,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,24,,,,11/23/21,F,CHOW,321.42,308.99,,2/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,1,,,,11/9/21,M,CHOW,246.85,213.21,32.4,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,2,,,,11/9/21,M,CHOW,326,299.42,31.5,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,3,,,,11/9/21,M,CHOW,271.49,250.21,33.7,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,4,,,,11/9/21,M,CHOW,313.91,294.18,33.3,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,5,,,,11/9/21,M,CHOW,323.95,304.87,30.4,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,6,,,,11/9/21,M,CHOW,200.34,173.38,31.3,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,7,,,,11/9/21,F,CHOW,305.22,249.25,20.7,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,8,,,,11/9/21,F,CHOW,270.58,254.33,22.1,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,9,,,,11/9/21,F,CHOW,288.85,264.57,21.2,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,10,,,,11/9/21,F,CHOW,302.89,274.93,20.9,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,11,,,,11/9/21,F,CHOW,314.18,277.81,22.4,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,12,,,,11/9/21,F,CHOW,281.82,253.6,22.6,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,13,,,,11/23/21,M,CHOW,300.29,273.31,55.2,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,14,,,,11/23/21,M,CHOW,329.66,302.04,55,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,15,,,,11/23/21,M,CHOW,283.59,250.27,48.1,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,16,,,,11/23/21,M,CHOW,315.61,292.86,50.3,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,17,,,,11/23/21,M,CHOW,274.21,243.87,55.2,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,18,,,,11/23/21,M,CHOW,287.16,259.8,56.9,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,19,,,,11/23/21,F,CHOW,329.03,308.83,42.9,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,20,,,,11/23/21,F,CHOW,289.88,266.79,46.3,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,21,,,,11/23/21,F,CHOW,328.61,307.21,44.4,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,22,,,,11/23/21,F,CHOW,289.76,276.61,39.6,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,23,,,,11/23/21,F,CHOW,310.83,294.96,45.4,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,24,,,,11/23/21,F,CHOW,308.99,294.79,43.8,2/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,1,,,,11/9/21,M,CHOW,281.17,,32.3,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,2,,,,11/9/21,M,CHOW,235.65,,30.7,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,3,,,,11/9/21,M,CHOW,352.5,,33,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,4,,,,11/9/21,M,CHOW,371.55,,31.5,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,5,,,,11/9/21,M,CHOW,285.97,,30.3,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,6,,,,11/9/21,M,CHOW,295.82,,30,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,7,,,,11/9/21,F,CHOW,283.63,,20.8,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,8,,,,11/9/21,F,CHOW,335.15,,21.7,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,9,,,,11/9/21,F,CHOW,294.26,,20.8,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,10,,,,11/9/21,F,CHOW,347,,21.4,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,11,,,,11/9/21,F,CHOW,337.21,,22,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,12,,,,11/9/21,F,CHOW,307.65,,23,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,13,,,,11/23/21,M,CHOW,272.59,,52.3,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,14,,,,11/23/21,M,CHOW,293.14,,54.1,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,15,,,,11/23/21,M,CHOW,306.05,,44.2,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,16,,,,11/23/21,M,CHOW,324.57,,50,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,17,,,,11/23/21,M,CHOW,261.89,,52.2,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,18,,,,11/23/21,M,CHOW,410.06,,52.9,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,19,,,,11/23/21,F,CHOW,260.26,,42.6,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,20,,,,11/23/21,F,CHOW,310.04,,46.1,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,21,,,,11/23/21,F,CHOW,331.11,,45.9,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,22,,,,11/23/21,F,CHOW,288.75,,39.5,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,23,,,,11/23/21,F,CHOW,331.88,,46.3,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,24,,,,11/23/21,F,CHOW,286.98,,44.6,3/4/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,1,,,,11/9/21,M,CHOW,281.17,265.85,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,2,,,,11/9/21,M,CHOW,235.65,220.35,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,3,,,,11/9/21,M,CHOW,352.5,336.12,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,4,,,,11/9/21,M,CHOW,371.55,354.57,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,5,,,,11/9/21,M,CHOW,285.97,272.53,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,6,,,,11/9/21,M,CHOW,295.82,269.35,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,7,,,,11/9/21,F,CHOW,283.63,260.59,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,8,,,,11/9/21,F,CHOW,335.15,321.45,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,9,,,,11/9/21,F,CHOW,294.26,275.56,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,10,,,,11/9/21,F,CHOW,347,330.82,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,11,,,,11/9/21,F,CHOW,337.21,307.2,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,12,,,,11/9/21,F,CHOW,307.65,292.14,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,13,,,,11/23/21,M,CHOW,272.59,252.69,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,14,,,,11/23/21,M,CHOW,293.14,271.23,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,15,,,,11/23/21,M,CHOW,306.05,278.47,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,16,,,,11/23/21,M,CHOW,324.57,307.58,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,17,,,,11/23/21,M,CHOW,261.89,244.33,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,18,,,,11/23/21,M,CHOW,410.06,390.45,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,19,,,,11/23/21,F,CHOW,260.26,245.05,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,20,,,,11/23/21,F,CHOW,310.04,293.95,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,21,,,,11/23/21,F,CHOW,331.11,316.24,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,22,,,,11/23/21,F,CHOW,288.75,273.68,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,23,,,,11/23/21,F,CHOW,331.88,311.46,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,24,,,,11/23/21,F,CHOW,286.98,270.9,,3/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,1,,,,11/9/21,M,CHOW,265.85,253.99,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,2,,,,11/9/21,M,CHOW,220.35,209.96,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,3,,,,11/9/21,M,CHOW,336.12,321.91,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,4,,,,11/9/21,M,CHOW,354.57,344.08,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,5,,,,11/9/21,M,CHOW,272.53,259.36,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,6,,,,11/9/21,M,CHOW,269.35,247.99,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,7,,,,11/9/21,F,CHOW,260.59,240.21,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,8,,,,11/9/21,F,CHOW,321.45,311.56,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,9,,,,11/9/21,F,CHOW,275.56,263.13,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,10,,,,11/9/21,F,CHOW,330.82,321.04,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,11,,,,11/9/21,F,CHOW,307.2,281.4,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,12,,,,11/9/21,F,CHOW,292.14,277.51,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,13,,,,11/23/21,M,CHOW,252.69,231.62,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,14,,,,11/23/21,M,CHOW,271.23,257.03,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,15,,,,11/23/21,M,CHOW,278.47,248.23,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,16,,,,11/23/21,M,CHOW,307.58,294,,3/10/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
